
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000     -0.0000
     0.0000     -0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000     -0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000     -0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000     -0.0000
     0.0000      0.0000
     0.0000     -0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000     -0.0000
     0.0000     -0.0000
     0.0000     -0.0000
     0.0000      0.0000
     0.0000     -0.0000
     0.0000     -0.0000
     0.0000     -0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000     -0.0000
     0.0000     -0.0000
     0.0000     -0.0000
     0.0000     -0.0000
     0.0000     -0.0000
     0.0000     -0.0000
     0.0000     -0.0000
     0.0000     -0.0000
     0.0000      0.0000
     0.0000     -0.0000
     0.0000     -0.0000
     0.0000     -0.0000
     0.0000     -0.0000
     0.0000     -0.0000
     0.0000     -0.0000
     0.0000     -0.0000
     0.0000     -0.0000
     0.0000      0.0000
     0.0000     -0.0000
     0.0000     -0.0000
     0.0000     -0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000     -0.0000
     0.0000     -0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000


     0.9871      0.1181
     0.9789      0.1193
     0.9789      0.1196
     0.9789      0.1085
     0.9862      0.1056
     0.9862      0.1080
     0.9862      0.0996
     0.9862      0.0969
     0.9862      0.0963
     0.9876      0.0907
     0.9877      0.0866
     0.9877      0.0866
     0.9876      0.0875
     0.9876      0.0755
     0.9876      0.0778
     0.9912      0.0775
     0.9912      0.0736
     0.9913      0.0667
     0.9915      0.0665
     0.9915      0.0639
     0.9907      0.0646
     0.9905      0.0647
     0.9905      0.0528
     0.9905      0.0536
     0.9905      0.0532
     0.9905      0.0546
     0.9905      0.0435
     0.9905      0.0435
     0.9905      0.0433
     0.9905      0.0443
     0.9905      0.0403
     0.9910      0.0336
     0.9897      0.0336
     0.9897      0.0342
     0.9973      0.0298
     0.9973      0.0299
     0.9973      0.0235
     0.9973      0.0232
     0.9973      0.0203
     0.9973      0.0203
     0.9973      0.0136
     0.9973      0.0137
     0.9973      0.0092
     0.9973      0.0096
     0.9973      0.0111
     0.9973      0.0111
     0.9973      0.0002
     0.9973     -0.0000
