
     0.0000     -0.0000
    -0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000     -0.0000
     0.0000      0.0000
     0.0000     -0.0000
     0.0000      0.0000
     0.0000     -0.0000
     0.0000      0.0000
     0.0000      0.0000


     0.9127     -0.4038
     0.9147     -0.3922
     0.9259     -0.3677
     0.9369     -0.3460
     0.9400     -0.3292
     0.9509     -0.3098
     0.9504     -0.2960
     0.9538     -0.2684
     0.9596     -0.2479
     0.9635     -0.2324
     0.9749     -0.1992


     1.8137     -0.7617
     1.8229     -0.7121
     1.8338     -0.6768
     1.8439     -0.6329
     1.8498     -0.5968
     1.8553     -0.5497
     1.8602     -0.5139
     1.8659     -0.4778
     1.8730     -0.4362
     1.8748     -0.3913
     1.8668     -0.3372


     2.7500     -1.0000
     2.7604     -0.9071
     2.7801     -0.8168
     2.7908     -0.7285
     2.7915     -0.6512
     2.7911     -0.5643
     2.7832     -0.4892
     2.7644     -0.4100
     2.7607     -0.3305
     2.7352     -0.2543
     2.7149     -0.1628


     3.7201     -1.2041
     3.7493     -1.0611
     3.7690     -0.9124
     3.7802     -0.7730
     3.7879     -0.6386
     3.7806     -0.4943
     3.7680     -0.3626
     3.7393     -0.2343
     3.7100     -0.1000
     3.6716      0.0311
     3.6351      0.1668


     4.7022     -1.4090
     4.7306     -1.2017
     4.7710     -1.0076
     4.7797     -0.8142
     4.7802     -0.6144
     4.7691     -0.4237
     4.7506     -0.2346
     4.7255     -0.0446
     4.6827      0.1363
     4.6340      0.3248
     4.5640      0.5161


     5.6797     -1.6125
     5.7283     -1.3570
     5.7603     -1.1030
     5.7699     -0.8504
     5.7800     -0.6001
     5.7700     -0.3526
     5.7506     -0.0964
     5.7113      0.1449
     5.6527      0.3816
     5.5871      0.6248
     5.5039      0.8604


     6.6643     -1.8091
     6.7212     -1.5007
     6.7533     -1.1872
     6.7739     -0.8855
     6.7800     -0.5765
     6.7698     -0.2683
     6.7387      0.0345
     6.6895      0.3332
     6.6191      0.6268
     6.5405      0.9169
     6.4437      1.2126

