
     0.0000      0.0000
     0.0000      0.0000
     0.0000     -0.0000
     0.0000      0.0000
    -0.0000     -0.0000
     0.0000     -0.0000
    -0.0000      0.0000
     0.0000     -0.0000
     0.0000      0.0000
    -0.0000      0.0000
     0.0000     -0.0000


     0.9844      0.1189
     0.9894      0.0843
     0.9965      0.0615
     0.9955      0.0377
     0.9955      0.0200
     0.9955     -0.0000
     0.9955     -0.0200
     0.9954     -0.0377
     0.9965     -0.0615
     0.9881     -0.0843
     0.9844     -0.1189


     1.8743      0.2014
     1.8655      0.1430
     1.8617      0.1006
     1.8652      0.0633
     1.8651      0.0325
     1.8651     -0.0000
     1.8651     -0.0325
     1.8651     -0.0633
     1.8617     -0.1006
     1.8654     -0.1430
     1.8743     -0.2014


     2.6621      0.0240
     2.6571      0.0052
     2.6522     -0.0031
     2.6567     -0.0060
     2.6556     -0.0022
     2.6556      0.0000
     2.6556      0.0022
     2.6554      0.0059
     2.6522      0.0031
     2.6572     -0.0052
     2.6621     -0.0240


     3.5867     -0.2951
     3.5975     -0.2515
     3.6127     -0.1990
     3.6190     -0.1360
     3.6295     -0.0652
     3.6298      0.0000
     3.6295      0.0652
     3.6215      0.1360
     3.6127      0.1990
     3.5988      0.2519
     3.5867      0.2951


     4.5272     -0.6169
     4.5677     -0.5157
     4.5883     -0.3911
     4.6093     -0.2687
     4.6210     -0.1354
     4.6300      0.0000
     4.6210      0.1354
     4.6096      0.2688
     4.5883      0.3911
     4.5673      0.5156
     4.5272      0.6169


     5.4704     -0.9467
     5.5253     -0.7750
     5.5754     -0.5952
     5.6111     -0.3985
     5.6192     -0.1962
     5.6300      0.0000
     5.6192      0.1962
     5.6059      0.3979
     5.5754      0.5952
     5.5266      0.7753
     5.4704      0.9467


     6.4140     -1.2768
     6.4908     -1.0460
     6.5502     -0.7937
     6.6002     -0.5274
     6.6300     -0.2692
     6.6300      0.0000
     6.6300      0.2692
     6.6002      0.5274
     6.5502      0.7937
     6.4909      1.0460
     6.4140      1.2768

