
     0.0000     -0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000     -0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
    -0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
    -0.0000      0.0000
    -0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000     -0.0000
     0.0000     -0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000     -0.0000
     0.0000     -0.0000
     0.0000     -0.0000
     0.0000     -0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000
     0.0000      0.0000


    -5.0000      0.0000
    -4.9903     -0.3100
    -4.9601     -0.6300
    -4.9107     -0.9401
    -4.8435     -1.2409
    -4.7543     -1.5481
    -4.6492     -1.8397
    -4.5228     -2.1313
    -4.3805     -2.4103
    -4.2207     -2.6805
    -4.0463     -2.9373
    -3.8501     -3.1900
    -3.6439     -3.4237
    -3.4237     -3.6439
    -3.1900     -3.8501
    -2.9373     -4.0463
    -2.6805     -4.2207
    -2.4103     -4.3805
    -2.1313     -4.5228
    -1.8397     -4.6492
    -1.5481     -4.7543
    -1.2409     -4.8435
    -0.9401     -4.9107
    -0.6300     -4.9601
    -0.3100     -4.9903
     0.0000     -5.0000
     0.3100     -4.9900
     0.6300     -4.9599
     0.9401     -4.9105
     1.2408     -4.8431
     1.5482     -4.7542
     1.8396     -4.6491
     2.1312     -4.5227
     2.4102     -4.3803
     2.6802     -4.2204
     2.9372     -4.0460
